feature	ham_probability	spam_probability
restrained	1.3643427210724097e-06	2.3873043156493766e-06
restraining	2.0465140816086147e-06	1.7904782367370325e-06
restraint	2.0465140816086147e-06	1.4920651972808604e-06
restraints	1.3643427210724097e-06	2.3873043156493766e-06
restrict	8.640837233458596e-06	2.3873043156493766e-06
restricted	2.5012949886327514e-05	1.611430413063329e-05
restricting	2.0465140816086147e-06	5.968260789123442e-07
restriction	6.139542244825844e-06	8.355565104772818e-06
restrictions	2.0465140816086146e-05	6.863499907491958e-06
restrictive	3.865637709705161e-06	2.984130394561721e-07
restricts	2.273904535120683e-06	2.984130394561721e-07
restroom	2.273904535120683e-07	3.580956473474065e-06
restructure	1.750906492042926e-05	3.879369512930237e-06
restructured	9.3230085939948e-06	2.984130394561721e-07
restructuring	4.957111886563089e-05	1.7904782367370325e-06
restructurings	2.501294988632751e-06	2.984130394561721e-07
rests	2.0465140816086147e-06	2.0888912761932045e-06
resubmit	9.095618140482732e-07	8.952391183685162e-07
resubstantiation	1.3643427210724097e-06	2.984130394561721e-07
resueme	1.3643427210724097e-06	2.984130394561721e-07
resuit	2.273904535120683e-07	5.073021670754925e-06
resuiting	2.273904535120683e-07	4.088258640549557e-05
resuits	2.273904535120683e-07	0.00013070491128180337
result	0.00017918367736750982	0.0002020256277118285
resultado	2.273904535120683e-07	3.580956473474065e-06
resultados	2.273904535120683e-07	7.758739025860474e-06
resultant	2.273904535120683e-06	2.6857173551055487e-06
resulted	2.6832073514424057e-05	1.2831760696615399e-05
resulting	2.8878587596032673e-05	0.00010295249861237937
results	0.00020692531269598215	0.0006144324482402583
resume	0.00023944214754820792	1.7904782367370325e-05
resumed	7.049104058874117e-06	3.282543434017893e-06
resumes	2.6832073514424057e-05	4.177782552386409e-06
resuming	1.1369522675603416e-06	1.4920651972808604e-06
resumption	3.1834663491689563e-06	1.1936521578246883e-06
resupply	2.0465140816086147e-06	2.984130394561721e-07
resurgent	4.547809070241366e-07	2.0888912761932045e-06
resurrect	2.0465140816086147e-06	8.952391183685162e-07
resuscitate	4.547809070241366e-07	2.6857173551055487e-06
ret	4.547809070241366e-07	2.6857173551055487e-06
retai	2.273904535120683e-07	7.460325986404302e-06
retail	0.00012347301625705308	0.00019277482348868717
retailer	4.547809070241366e-06	2.6857173551055487e-06
retailers	3.4108568026810243e-06	1.4622238933352431e-05
retailing	6.821713605362049e-07	2.0888912761932045e-06
retailler	2.273904535120683e-07	7.460325986404302e-06
retailprices	2.273904535120683e-07	2.0888912761932045e-06
retails	2.273904535120683e-07	1.581589109117712e-05
retain	3.7519424829491265e-05	1.3130173736071571e-05
retainage	1.3643427210724097e-06	2.984130394561721e-07
retained	2.0919921723110282e-05	4.774608631298753e-06
retainer	3.4108568026810243e-06	2.984130394561721e-07
retaining	6.139542244825844e-06	8.952391183685162e-07
retains	8.640837233458596e-06	4.476195591842581e-06
retaking	2.273904535120683e-07	5.9682607891234416e-06
retaliate	4.547809070241366e-07	2.6857173551055487e-06
retaliation	2.273904535120683e-06	1.4920651972808604e-06
retaliatory	6.821713605362049e-07	8.952391183685162e-07
retard	4.547809070241366e-07	1.7904782367370325e-06
retarded	2.501294988632751e-06	2.984130394561721e-07
retdehola	2.273904535120683e-07	1.7904782367370325e-06
retention	3.615508210841886e-05	5.073021670754925e-06
retentive	2.273904535120683e-07	3.879369512930237e-06
rethink	7.503884965898254e-06	1.4920651972808604e-06
reticent	6.821713605362049e-07	2.6857173551055487e-06
reticulum	2.273904535120683e-07	2.6857173551055487e-06
retin	2.273904535120683e-07	2.0888912761932045e-06
retinal	2.273904535120683e-07	2.0888912761932045e-06
retinue	2.273904535120683e-07	1.7904782367370325e-06
retirar	2.273904535120683e-07	3.879369512930237e-06
retire	5.457370884289639e-06	1.014604334150985e-05
retired	8.413446779946527e-06	7.758739025860474e-06
retiree	1.5917331745844781e-06	1.7904782367370325e-06
retirees	2.501294988632751e-06	5.968260789123442e-07
retirement	5.525588020343259e-05	1.2234934617703054e-05
retiring	1.8191236280965463e-06	1.4920651972808604e-06
retouching	2.273904535120683e-07	5.073021670754925e-06
retract	6.821713605362049e-07	2.6857173551055487e-06
retransmission	2.273904535120683e-06	1.1936521578246883e-06
retreading	2.273904535120683e-07	2.3873043156493766e-06
retreat	6.3669326983379126e-06	1.1936521578246883e-06
retreated	2.273904535120683e-06	2.984130394561721e-07
retribution	9.095618140482732e-07	1.4920651972808604e-06
retrieval	3.4108568026810243e-06	2.0888912761932045e-06
retrieve	7.731275419410322e-06	6.266673828579614e-06
retrieved	6.821713605362049e-07	3.282543434017893e-06
retrieving	6.821713605362049e-07	2.3873043156493766e-06
retroactive	1.4098208117748234e-05	1.1936521578246883e-06
retroactively	3.6382472561930927e-06	2.984130394561721e-07
retrofit	1.3643427210724097e-06	1.1936521578246883e-05
retrofits	4.547809070241366e-07	1.7904782367370325e-06
retrofitted	2.273904535120683e-07	2.0888912761932045e-06
retrograde	2.273904535120683e-07	2.0888912761932045e-06
retrogress	2.273904535120683e-07	1.7904782367370325e-06
retrospect	3.6382472561930927e-06	1.1936521578246883e-06
retry	2.273904535120683e-07	1.7904782367370325e-06
return	0.0001721345733086357	0.00012980967216343485
returned	3.251683485222577e-05	9.220962919195717e-05
returning	2.137470263013442e-05	1.8203195406826498e-05
returns	3.5700301201394725e-05	6.147308612797145e-05
reub	2.273904535120683e-07	2.0888912761932045e-06
reuben	2.273904535120683e-07	2.3873043156493766e-06
reunion	1.3643427210724097e-06	2.0888912761932045e-06
reunited	2.273904535120683e-07	1.4920651972808604e-06
reuters	0.00030652233133426806	4.177782552386409e-06
rev	1.5007769931796507e-05	9.250804223141334e-06
revaccinations	2.273904535120683e-07	2.6857173551055487e-06
revaluation	1.8191236280965463e-06	2.984130394561721e-07
revamp	1.3643427210724097e-06	8.952391183685162e-07
revamping	9.095618140482732e-07	4.685084719461902e-05
reveaied	2.273904535120683e-07	4.476195591842581e-06
reveal	6.139542244825844e-06	1.3130173736071571e-05
revealed	3.0015539863593015e-05	2.8050825708880174e-05
revealing	4.547809070241366e-06	7.758739025860474e-06
reveals	1.3643427210724097e-06	8.355565104772818e-06
reveffo	1.3416036757212029e-05	2.984130394561721e-07
revelation	5.912151791313776e-06	3.879369512930237e-06
revelations	8.868227686970664e-06	5.968260789123442e-07
revelatory	2.273904535120683e-07	2.6857173551055487e-06
revenge	9.095618140482732e-07	4.774608631298753e-06
revenue	0.00011346783630252208	0.00019158117133086247
revenues	5.59380515639688e-05	0.0001709906716083866
reverberate	1.8191236280965463e-06	2.9841303945617208e-06
revere	2.273904535120683e-07	1.7904782367370325e-06
reverend	2.273904535120683e-07	2.9841303945617208e-06
reverent	2.273904535120683e-07	1.7904782367370325e-06
reverie	2.273904535120683e-07	2.3873043156493766e-06
reversal	3.6382472561930927e-06	2.9841303945617208e-06
reversals	2.273904535120683e-06	2.984130394561721e-07
reverse	1.1369522675603415e-05	1.5219065012264775e-05
reversed	1.0459960861555141e-05	8.952391183685162e-07
reverses	1.1369522675603416e-06	6.266673828579614e-06
reversible	2.273904535120683e-07	2.6857173551055487e-06
reversing	5.684761337801707e-06	5.371434710211097e-06
reversion	8.413446779946527e-06	2.0888912761932045e-06
revert	5.229980430777571e-06	1.730795628845798e-05
reverting	3.4108568026810243e-06	2.984130394561721e-07
reves	2.273904535120683e-06	2.984130394561721e-07
revet	2.273904535120683e-07	1.7904782367370325e-06
revetments	2.273904535120683e-07	1.7904782367370325e-06
review	0.0005580161729186156	0.00029244477866704864
reviewed	6.253237471581878e-05	1.4622238933352431e-05
reviewer	1.4780379478284439e-05	1.7904782367370325e-06
reviewers	2.3421216711743035e-05	8.952391183685162e-07
reviewing	5.116285204021537e-05	1.700954324900181e-05
reviews	4.4795919341877454e-05	6.386039044362082e-05
revisable	2.273904535120683e-07	2.0888912761932045e-06
revisal	2.273904535120683e-07	2.0888912761932045e-06
revise	1.86460171879896e-05	1.3726999814983916e-05
revised	0.0001944188377528184	5.371434710211097e-06
revising	6.59432315184998e-06	2.984130394561721e-07
revision	4.093028163217229e-05	2.9841303945617208e-06
revisionary	2.273904535120683e-07	2.3873043156493766e-06
revisions	3.524552029437059e-05	8.952391183685162e-07
revisit	7.276494512386185e-06	5.968260789123442e-07
revisited	1.5917331745844781e-06	2.984130394561721e-07
revisiting	1.3643427210724097e-06	2.984130394561721e-07
revitalize	1.3643427210724097e-06	5.968260789123442e-07
revival	1.3643427210724097e-06	2.3873043156493766e-06
revive	3.6382472561930927e-06	2.3873043156493766e-06
revived	1.3643427210724097e-06	5.968260789123442e-07
reviving	4.775199523753434e-06	1.7904782367370325e-06
revocation	1.3643427210724097e-06	2.984130394561721e-07
revoiution	2.273904535120683e-07	3.879369512930237e-06
revoiutionary	2.273904535120683e-07	1.163810853879071e-05
revoiutionizing	2.273904535120683e-07	3.879369512930237e-06
revoiving	2.273904535120683e-07	2.9841303945617208e-06
revoke	1.8191236280965463e-06	1.7904782367370325e-06
revoked	2.273904535120683e-06	3.879369512930237e-06
revolt	1.5917331745844781e-06	2.6857173551055487e-06
revolution	5.457370884289639e-06	1.4622238933352431e-05
revolutionary	2.0465140816086147e-06	5.759371661504121e-05
revolutionize	2.273904535120683e-06	3.879369512930237e-06
revolutionized	9.095618140482732e-07	1.1936521578246883e-06
revolutionizing	4.547809070241366e-07	3.282543434017893e-06
revolve	9.095618140482732e-07	3.879369512930237e-06
revolved	1.3643427210724097e-06	2.984130394561721e-07
revolver	3.4108568026810243e-06	2.984130394561721e-07
revolving	9.3230085939948e-06	6.565086868035786e-06
revulsion	4.547809070241366e-07	1.4920651972808604e-06
revved	4.547809070241366e-07	1.4920651972808604e-06
reward	1.6372112652868918e-05	3.043813002452955e-05
rewarded	3.6382472561930927e-06	7.758739025860474e-06
rewarding	4.547809070241366e-06	5.9682607891234416e-06
rewards	1.0459960861555141e-05	1.3726999814983916e-05
rework	2.956075895656888e-06	5.968260789123442e-07
reworked	1.5917331745844781e-06	2.984130394561721e-07
reworking	1.5917331745844781e-06	8.952391183685162e-07
rewrite	5.457370884289639e-06	3.580956473474065e-06
rewriter	2.273904535120683e-07	2.6857173551055485e-05
rewrites	9.095618140482732e-07	1.1936521578246883e-06
rewritten	2.0465140816086147e-06	2.984130394561721e-07
rewrote	1.3643427210724097e-06	2.984130394561721e-07
rex	1.2279084489651688e-05	4.177782552386409e-06
reyes	4.775199523753434e-06	5.968260789123442e-07
reyna	4.0930281632172295e-06	8.952391183685162e-07
reynoids	2.273904535120683e-07	5.371434710211097e-06
reynolds	6.8217136053620485e-06	9.847630302053678e-06
rez	2.273904535120683e-07	2.9841303945617208e-06
reza	2.501294988632751e-06	6.565086868035786e-06
rezaeian	1.3643427210724097e-06	2.984130394561721e-07
rf	4.547809070241366e-07	1.3726999814983916e-05
rfc	5.229980430777571e-06	2.6857173551055487e-06
rfid	2.273904535120683e-07	7.937786849534177e-05
rfp	1.205169403613962e-05	1.1936521578246883e-06
rfuler	2.273904535120683e-07	3.282543434017893e-06
rg	2.273904535120683e-07	2.9841303945617208e-06
rgds	1.0232570408043073e-05	2.984130394561721e-07
rgsa	2.273904535120683e-07	1.8501608446282667e-05
rh	5.002589977265502e-06	6.863499907491958e-06
rhapsody	2.273904535120683e-07	2.3873043156493766e-06
rhea	2.273904535120683e-07	2.3873043156493766e-06
rhenium	2.273904535120683e-07	2.0888912761932045e-06
rhenn	1.8191236280965463e-06	2.984130394561721e-07
rhesus	2.273904535120683e-07	1.7904782367370325e-06
rhetoric	2.0465140816086147e-06	1.4920651972808604e-06
rhett	1.5917331745844781e-06	8.952391183685162e-07
rheum	2.273904535120683e-07	2.3873043156493766e-06
rheumatic	2.273904535120683e-07	3.282543434017893e-06
rheumatism	2.273904535120683e-07	1.7904782367370325e-06
rheumatoid	2.273904535120683e-07	1.4920651972808604e-06
rhine	2.273904535120683e-07	2.0888912761932045e-06
rhinestone	2.273904535120683e-07	1.7904782367370325e-06
rhino	2.273904535120683e-07	2.3873043156493766e-06
rho	2.0465140816086147e-06	1.7904782367370325e-06
rhoda	2.273904535120683e-07	2.6857173551055487e-06
rhode	1.3643427210724097e-06	3.879369512930237e-06
rhodes	4.775199523753434e-06	1.4920651972808604e-06
rhodesia	2.273904535120683e-07	2.3873043156493766e-06
rhododendron	2.273904535120683e-07	1.7904782367370325e-06
rhodolite	2.273904535120683e-07	2.0888912761932045e-06
rhodonite	2.273904535120683e-07	2.6857173551055487e-06
rhoes	2.273904535120683e-07	1.7904782367370325e-06
rhombic	2.273904535120683e-07	2.3873043156493766e-06
rhombus	2.273904535120683e-07	2.3873043156493766e-06
rhonda	7.276494512386185e-06	2.6857173551055487e-06
rhone	3.1834663491689563e-06	2.984130394561721e-07
rhonna	3.4108568026810243e-06	2.984130394561721e-07
rhubarb	2.273904535120683e-07	3.282543434017893e-06
rhubbard	1.5917331745844781e-06	2.984130394561721e-07
rhyme	2.273904535120683e-07	2.3873043156493766e-06
rhyming	2.273904535120683e-07	2.9841303945617208e-06
rhythm	6.821713605362049e-07	2.6558760511599316e-05
rhythms	1.8191236280965463e-06	5.968260789123442e-07
ri	2.273904535120683e-07	1.6711130209545636e-05
rial	2.273904535120683e-07	2.6857173551055487e-06
rib	2.273904535120683e-07	1.4920651972808604e-06
ribald	2.273904535120683e-07	2.0888912761932045e-06
ribbon	1.1369522675603416e-06	2.0888912761932045e-06
ribbonfish	2.273904535120683e-07	2.3873043156493766e-06
ribbons	1.5917331745844781e-06	2.0888912761932045e-06
ribeiro	2.273904535120683e-06	5.968260789123442e-07
riboflavin	2.273904535120683e-07	2.0888912761932045e-06
ribonucleic	2.273904535120683e-07	2.0888912761932045e-06
ric	1.3643427210724097e-06	8.952391183685162e-06
rica	9.095618140482732e-07	1.014604334150985e-05
rican	9.095618140482732e-07	1.1936521578246883e-06
ricardo	2.501294988632751e-06	1.0444456380966022e-05
rice	0.00020919921723110282	7.460325986404302e-06
rices	2.273904535120683e-07	2.3873043156493766e-06
rich	3.820159619002747e-05	8.833025967902693e-05
richard	0.0002574059933756613	2.6558760511599316e-05
richards	3.6382472561930927e-06	4.476195591842581e-06
richardson	2.1829483537158556e-05	3.580956473474065e-06
richars	1.3643427210724097e-06	2.984130394561721e-07
richer	9.095618140482732e-07	2.6857173551055487e-06
riches	1.1369522675603416e-06	5.9682607891234416e-06
richest	9.095618140482732e-07	8.057152065316645e-06
richfield	1.1369522675603416e-06	8.952391183685162e-07
richmond	1.1369522675603415e-05	2.6857173551055487e-06
richter	4.5932871609437796e-05	1.1936521578246883e-06
richtig	2.273904535120683e-07	3.282543434017893e-06
rick	0.00015257899430659783	6.863499907491958e-06
rickards	2.273904535120683e-07	5.9682607891234416e-06
ricketts	1.5917331745844781e-06	2.984130394561721e-07
rickettsia	2.273904535120683e-07	1.7904782367370325e-06
ricki	4.775199523753434e-06	5.968260789123442e-07
ricks	2.273904535120683e-06	2.984130394561721e-07
rickshaw	2.273904535120683e-07	1.4920651972808604e-06
ricky	1.4780379478284439e-05	4.774608631298753e-06
rico	6.139542244825844e-06	5.371434710211097e-06
ricochet	2.273904535120683e-07	1.7904782367370325e-06
rid	5.457370884289639e-06	1.999367364356353e-05
ridden	2.7286854421448195e-06	1.7904782367370325e-06
ridder	1.8191236280965463e-06	1.4920651972808604e-06
riddle	9.095618140482732e-07	1.4920651972808604e-06
riddled	1.1369522675603416e-06	5.968260789123442e-07
ride	2.0692531269598214e-05	1.7904782367370325e-05
rider	3.865637709705161e-06	1.0444456380966022e-05
riders	2.273904535120683e-06	8.952391183685162e-07
rides	1.8191236280965463e-06	2.6857173551055487e-06
ridge	1.318864630369996e-05	8.057152065316645e-06
ridgepole	2.273904535120683e-07	2.6857173551055487e-06
ridia	2.273904535120683e-07	6.863499907491958e-06
ridicule	2.273904535120683e-07	1.7904782367370325e-06
ridiculous	5.912151791313776e-06	6.266673828579614e-06
ridiculously	4.547809070241366e-07	2.3873043156493766e-06
riding	4.775199523753434e-06	6.863499907491958e-06
riehm	2.0465140816086147e-06	2.984130394561721e-07
rieke	7.049104058874117e-06	2.984130394561721e-07
rieker	3.6382472561930927e-06	2.984130394561721e-07
rien	2.273904535120683e-07	8.713660752120225e-05
ries	2.0465140816086147e-06	1.4920651972808604e-06
riesz	2.501294988632751e-06	2.984130394561721e-07
rifle	2.273904535120683e-07	2.0888912761932045e-06
rift	9.095618140482732e-07	1.7904782367370325e-06
rig	6.139542244825844e-06	2.476828227486228e-05
riga	2.273904535120683e-07	1.7904782367370325e-06
rigging	2.273904535120683e-07	2.3873043156493766e-06
riggs	2.273904535120683e-07	2.6857173551055487e-06
right	0.0003215301012660646	0.0004431433635924155
righteous	2.273904535120683e-07	3.282543434017893e-06
rightful	9.095618140482732e-07	7.460325986404302e-06
rightly	1.5917331745844781e-06	2.6857173551055487e-06
rights	0.0004138506253919643	0.00011936521578246883
rigid	2.7286854421448195e-06	1.4920651972808604e-06
rigorous	3.4108568026810243e-06	2.3873043156493766e-06
rigorously	2.956075895656888e-06	8.952391183685162e-07
rigs	2.7286854421448195e-06	8.952391183685162e-07
rijswijk	2.273904535120683e-07	5.9682607891234416e-06
rika	2.956075895656888e-06	2.984130394561721e-07
ril	4.547809070241366e-07	3.282543434017893e-06
riley	2.433077852579131e-05	2.0888912761932045e-06
rill	2.273904535120683e-07	3.879369512930237e-06
rim	2.273904535120683e-07	7.460325986404302e-06
rimbau	1.8191236280965463e-06	2.984130394561721e-07
rime	2.273904535120683e-07	1.7904782367370325e-06
rinehart	4.547809070241366e-07	1.4920651972808604e-06
ring	1.86460171879896e-05	2.2082564919756732e-05
ringblom	1.3643427210724097e-06	2.984130394561721e-07
ringing	1.5917331745844781e-06	6.565086868035786e-06
ringlet	2.273904535120683e-07	1.7904782367370325e-06
rings	3.6382472561930927e-06	2.3873043156493766e-06
rink	2.273904535120683e-07	3.879369512930237e-06
rinsland	2.273904535120683e-07	2.0888912761932045e-06
rio	1.8418626734477533e-05	1.611430413063329e-05
rios	2.273904535120683e-06	6.266673828579614e-06
riot	1.1369522675603416e-06	3.282543434017893e-06
riotous	2.273904535120683e-07	1.7904782367370325e-06
riots	1.3643427210724097e-06	5.968260789123442e-07
rip	6.821713605362049e-07	6.863499907491958e-06
ripe	3.1834663491689563e-06	3.282543434017893e-06
ripen	2.273904535120683e-07	3.879369512930237e-06
ripley	7.731275419410322e-06	3.282543434017893e-06
ripoff	2.273904535120683e-07	2.0888912761932045e-06
ripoffs	2.273904535120683e-07	2.3873043156493766e-06
ripped	6.821713605362049e-07	5.6698477496672695e-06
ripping	6.821713605362049e-07	1.1936521578246883e-06
ripple	4.320418616729298e-06	1.4920651972808604e-06
ripples	1.5917331745844781e-06	5.968260789123442e-07
ription	2.273904535120683e-07	6.266673828579614e-06
riqht	2.273904535120683e-07	3.1333369142898066e-05
rise	4.934372841211882e-05	3.372067345854744e-05
risen	1.0232570408043073e-05	5.073021670754925e-06
rises	4.547809070241366e-06	1.1936521578246883e-06
rishad	2.501294988632751e-06	2.984130394561721e-07
rising	2.4558168979303377e-05	2.5066695314318455e-05
risk	0.0009745954837527247	0.00033392419115145657
riskcalc	8.413446779946527e-06	2.984130394561721e-07
riskcare	3.865637709705161e-06	2.984130394561721e-07
risked	1.5917331745844781e-06	2.984130394561721e-07
riskier	4.0930281632172295e-06	2.984130394561721e-07
riskiness	2.501294988632751e-06	2.984130394561721e-07
risking	9.095618140482732e-07	8.952391183685162e-07
riskmetrics	5.457370884289639e-06	2.984130394561721e-07
riskpublications	4.547809070241366e-06	2.984130394561721e-07
risks	8.049622054327217e-05	0.00035630516911066944
risktrac	1.6372112652868918e-05	2.984130394561721e-07
riskwaters	6.139542244825844e-06	2.984130394561721e-07
risky	1.4780379478284439e-05	9.847630302053678e-06
rita	6.503366970445153e-05	2.3873043156493766e-06
ritchie	4.547809070241366e-07	1.7904782367370325e-06
rite	1.8191236280965463e-06	2.0888912761932045e-06
rites	2.273904535120683e-07	2.3873043156493766e-06
rities	2.273904535120683e-07	3.580956473474065e-06
ritter	2.273904535120683e-07	1.7904782367370325e-06
ritz	2.273904535120683e-06	2.0888912761932045e-06
riva	1.1369522675603416e-06	2.984130394561721e-07
rival	9.186574321887559e-05	4.774608631298753e-06
rivalry	2.273904535120683e-07	1.7904782367370325e-06
rivals	1.2961255850187894e-05	3.879369512930237e-06
rivas	9.095618140482732e-07	8.952391183685162e-07
riven	2.273904535120683e-07	1.7904782367370325e-06
river	3.865637709705161e-05	6.356197740416465e-05
rivera	6.139542244825844e-06	2.0888912761932045e-06
riverdeep	2.273904535120683e-07	2.8946064827248692e-05
riverfront	4.547809070241366e-07	3.580956473474065e-06
riverine	2.273904535120683e-07	1.7904782367370325e-06
rivers	1.1369522675603415e-05	2.6857173551055487e-06
riverside	5.002589977265502e-06	2.9841303945617208e-06
riviera	6.821713605362049e-07	1.7904782367370325e-06
rivkin	5.229980430777571e-06	2.984130394561721e-07
rivotri	2.273904535120683e-07	4.177782552386409e-06
rivotril	2.273904535120683e-07	2.3873043156493766e-06
rivulet	2.273904535120683e-07	2.0888912761932045e-06
riyadh	6.821713605362049e-07	2.3873043156493766e-06
rizzi	1.5917331745844781e-06	2.984130394561721e-07
rj	5.457370884289639e-06	9.549217262597506e-06
rjf	3.4108568026810243e-06	2.984130394561721e-07
rk	2.273904535120683e-07	2.3873043156493766e-06
rkm	9.095618140482732e-07	8.952391183685162e-07
rl	6.8217136053620485e-06	1.4622238933352431e-05
rlces	2.273904535120683e-07	9.549217262597506e-06
rldwide	2.273904535120683e-07	4.476195591842581e-06
rlink	2.273904535120683e-07	2.0888912761932045e-06
rls	1.5917331745844781e-06	1.7904782367370325e-06
rly	1.1369522675603415e-05	2.0888912761932045e-06
rm	6.3669326983379126e-06	0.0001730795628845798
rmacy	2.273904535120683e-07	5.073021670754925e-06
rmation	2.273904535120683e-07	2.3873043156493766e-06
rmb	2.273904535120683e-07	7.16191294694813e-06
rme	4.547809070241366e-07	1.4920651972808604e-06
rmin	2.273904535120683e-07	2.3873043156493766e-06
rmm	2.273904535120683e-07	6.863499907491958e-06
rmonline	2.273904535120683e-07	2.3873043156493766e-06
rmove	2.273904535120683e-07	2.0888912761932045e-06
rmr	2.0465140816086147e-06	5.968260789123442e-07
rms	6.59432315184998e-06	5.6698477496672695e-06
rmv	2.273904535120683e-07	4.774608631298753e-06
rmvol	2.273904535120683e-07	8.355565104772818e-06
rmzmail	2.273904535120683e-07	1.7904782367370325e-06
rn	1.5917331745844781e-06	6.565086868035786e-06
rna	2.273904535120683e-07	2.3873043156493766e-06
rnbsp	2.273904535120683e-07	2.0888912761932045e-06
rnd	2.273904535120683e-07	6.117467308851527e-05
rndmtn	5.457370884289639e-06	2.984130394561721e-07
rned	2.273904535120683e-07	1.7904782367370325e-06
rnedicals	2.273904535120683e-07	4.177782552386409e-06
rneds	2.273904535120683e-07	1.1041282459878366e-05
rnoney	2.273904535120683e-07	3.282543434017893e-06
rnore	2.273904535120683e-07	1.7904782367370325e-06
ro	2.273904535120683e-06	2.0888912761932044e-05
roach	1.1369522675603416e-06	1.4920651972808604e-06
road	4.22946243532447e-05	8.385406408718436e-05
roadblock	1.1369522675603416e-06	1.4920651972808604e-06
roadblocks	1.5917331745844781e-06	2.984130394561721e-07
roadhouse	2.273904535120683e-07	2.0888912761932045e-06
roadmap	1.3643427210724097e-06	2.3873043156493766e-06
roads	3.1834663491689563e-06	6.565086868035786e-06
roadside	2.273904535120683e-07	3.580956473474065e-06
roadster	4.547809070241366e-07	3.879369512930237e-06
roadway	9.095618140482732e-07	1.7904782367370325e-06
roaming	6.821713605362049e-07	1.4920651972808604e-06
roan	3.865637709705161e-06	2.984130394561721e-07
roar	2.273904535120683e-07	4.476195591842581e-06
roared	2.273904535120683e-07	2.0888912761932045e-06
roaring	1.8191236280965463e-06	1.7904782367370325e-06
roast	4.547809070241366e-07	1.4920651972808604e-06
roasted	9.095618140482732e-07	1.1936521578246883e-06
rob	7.572102101951874e-05	4.267306464223261e-05
robbed	2.273904535120683e-07	3.282543434017893e-06
robbery	4.547809070241366e-07	2.6857173551055487e-06
robbie	4.547809070241366e-07	2.3873043156493766e-06
robbin	6.821713605362049e-07	2.6857173551055487e-06
robbins	1.3643427210724097e-06	1.4920651972808604e-06
robe	2.273904535120683e-07	8.952391183685162e-06
roberson	2.0465140816086147e-06	5.968260789123442e-07
robert	0.0003756490292019368	4.893973847081222e-05
roberta	2.273904535120683e-07	2.6857173551055487e-06
roberto	5.002589977265502e-06	4.774608631298753e-06
roberts	9.186574321887559e-05	5.9682607891234416e-06
robertson	3.456334893383438e-05	4.177782552386409e-06
robertwalters	1.2506474943163757e-05	2.984130394561721e-07
robin	1.9328188548525804e-05	3.580956473474065e-06
robina	2.956075895656888e-06	2.984130394561721e-07
robinhoo	2.273904535120683e-07	1.7904782367370325e-06
robinson	3.456334893383438e-05	5.371434710211097e-06
robles	9.095618140482732e-07	1.4920651972808604e-06
robot	2.273904535120683e-07	9.847630302053678e-06
robotic	2.273904535120683e-07	5.371434710211097e-06
robotics	4.547809070241366e-07	5.8190542693953554e-05
robots	2.273904535120683e-07	2.3873043156493766e-06
robust	1.0005179954531004e-05	7.16191294694813e-06
robyn	2.273904535120683e-06	5.968260789123442e-07
roc	9.095618140482732e-07	1.7904782367370325e-06
rocc	2.0465140816086147e-06	2.984130394561721e-07
rocco	2.0465140816086147e-06	1.7904782367370325e-06
rocha	1.8191236280965463e-06	2.984130394561721e-07
roche	7.731275419410322e-06	2.9841303945617208e-06
rochester	4.547809070241366e-07	4.177782552386409e-06
rock	2.7286854421448194e-05	7.191754250893747e-05
rockbound	2.273904535120683e-07	2.0888912761932045e-06
rocked	7.049104058874117e-06	1.4920651972808604e-06
rockefeller	9.095618140482732e-07	2.0888912761932045e-06
rocker	4.547809070241366e-07	1.4920651972808604e-06
rocket	6.821713605362049e-07	0.00010772710724367812
rocketed	4.547809070241366e-07	2.0888912761932045e-06
rocketing	9.095618140482732e-07	1.1936521578246883e-06
rockets	3.1834663491689563e-06	3.879369512930237e-06
rockey	3.4108568026810243e-06	2.984130394561721e-07
rockford	6.821713605362049e-07	1.1936521578246883e-06
rockhard	2.273904535120683e-07	1.0444456380966022e-05
rockies	1.5689941292332713e-05	1.4920651972808604e-06
rocking	6.821713605362049e-07	1.4920651972808604e-06
rockk	2.273904535120683e-07	1.7904782367370325e-06
rockky	2.273904535120683e-07	3.282543434017893e-06
rockland	2.273904535120683e-07	1.7904782367370325e-06
rocks	2.273904535120683e-07	4.774608631298753e-06
rockwell	1.1369522675603416e-06	4.774608631298753e-06
rocky	1.2506474943163757e-05	2.6857173551055487e-06
rococo	2.273904535120683e-07	2.0888912761932045e-06
rod	1.3870817664236165e-05	6.266673828579614e-06
rodded	2.273904535120683e-07	2.0888912761932045e-06
roddick	4.547809070241366e-07	1.4920651972808604e-06
rode	7.276494512386185e-06	3.580956473474065e-06
rodeo	4.547809070241366e-06	4.177782552386409e-06
rodessa	4.320418616729298e-06	2.984130394561721e-07
rodger	9.095618140482732e-07	1.1936521578246883e-06
rodgers	3.6382472561930927e-06	2.9841303945617208e-06
rodino	1.5917331745844781e-06	2.984130394561721e-07
rodney	1.6372112652868918e-05	3.580956473474065e-06
rodolfo	1.8191236280965463e-06	5.968260789123442e-07
rodrigo	8.640837233458596e-06	5.968260789123442e-07
rodriguez	4.638765251646193e-05	4.177782552386409e-06
rodriquez	3.4108568026810243e-06	2.984130394561721e-07
roe	2.7286854421448195e-06	3.580956473474065e-06
roebuck	1.8191236280965463e-06	1.7904782367370325e-06
roensch	2.956075895656888e-06	2.984130394561721e-07
rofessional	2.273904535120683e-07	6.565086868035786e-06
rofr	1.0914741768579278e-05	2.984130394561721e-07
